,0,1,2,3,4,5,6,7,output
3598,usual,very_crit,complete,3,less_conv,1,problematic,priority,0
12054,great_pret,critical,foster,more,convenient,1,slightly_prob,recommended,0
10678,great_pret,improper,completed,2,critical,0,slightly_prob,priority,0
11821,great_pret,critical,incomplete,3,critical,1,slightly_prob,priority,0
11460,great_pret,critical,completed,1,convenient,1,slightly_prob,recommended,0
12036,great_pret,critical,foster,3,critical,1,slightly_prob,recommended,0
12702,great_pret,very_crit,incomplete,more,convenient,1,slightly_prob,recommended,0
2821,usual,critical,completed,1,convenient,1,slightly_prob,priority,0
2973,usual,critical,completed,more,convenient,0,slightly_prob,recommended,0
2271,usual,improper,incomplete,3,convenient,0,slightly_prob,recommended,0
744,usual,proper,foster,2,critical,0,problematic,recommended,0
7282,pretentious,critical,completed,3,critical,1,nonprob,priority,0
2097,usual,improper,completed,3,critical,1,nonprob,recommended,0
2505,usual,improper,foster,3,less_conv,0,slightly_prob,recommended,0
12379,great_pret,very_crit,completed,2,convenient,1,slightly_prob,priority,0
12369,great_pret,very_crit,completed,2,convenient,0,slightly_prob,recommended,0
2134,usual,improper,completed,more,less_conv,1,nonprob,priority,0
10267,great_pret,less_proper,foster,3,convenient,0,problematic,priority,0
6699,pretentious,improper,foster,1,convenient,0,slightly_prob,recommended,0
7678,pretentious,critical,foster,3,convenient,1,nonprob,priority,0
264,usual,proper,completed,1,critical,1,slightly_prob,recommended,0
3526,usual,very_crit,complete,2,convenient,1,problematic,priority,0
10750,great_pret,improper,completed,more,convenient,0,slightly_prob,priority,0
7020,pretentious,critical,complete,3,convenient,0,nonprob,recommended,0
12406,great_pret,very_crit,completed,2,critical,0,slightly_prob,priority,0
2308,usual,improper,incomplete,3,critical,0,slightly_prob,priority,0
10921,great_pret,improper,incomplete,3,convenient,1,slightly_prob,priority,0
6579,pretentious,improper,incomplete,2,critical,1,nonprob,recommended,0
10132,great_pret,less_proper,incomplete,more,less_conv,1,problematic,priority,0
981,usual,less_proper,complete,3,convenient,1,nonprob,recommended,0
12253,great_pret,very_crit,complete,3,critical,1,slightly_prob,priority,0
11040,great_pret,improper,foster,1,less_conv,0,problematic,recommended,0
6564,pretentious,improper,incomplete,2,less_conv,1,slightly_prob,recommended,0
9895,great_pret,less_proper,completed,more,convenient,1,slightly_prob,priority,0
12463,great_pret,very_crit,completed,3,critical,0,problematic,priority,0
2169,usual,improper,incomplete,1,convenient,1,nonprob,recommended,0
9841,great_pret,less_proper,completed,3,convenient,1,slightly_prob,priority,0
4389,pretentious,proper,complete,2,convenient,1,problematic,recommended,0
832,usual,proper,foster,more,less_conv,0,slightly_prob,priority,0
2202,usual,improper,incomplete,1,critical,0,problematic,recommended,0
5898,pretentious,less_proper,foster,2,convenient,1,slightly_prob,recommended,0
8430,pretentious,very_crit,foster,1,convenient,0,problematic,recommended,0
2331,usual,improper,incomplete,more,convenient,1,nonprob,recommended,0
6568,pretentious,improper,incomplete,2,less_conv,1,problematic,priority,0
4165,usual,very_crit,foster,2,convenient,0,problematic,priority,0
9873,great_pret,less_proper,completed,3,critical,1,nonprob,recommended,0
7162,pretentious,critical,completed,1,less_conv,1,problematic,priority,0
8230,pretentious,very_crit,incomplete,1,less_conv,0,slightly_prob,priority,0
8946,great_pret,proper,completed,2,critical,0,nonprob,recommended,0
7320,pretentious,critical,completed,more,less_conv,1,slightly_prob,recommended,0
8233,pretentious,very_crit,incomplete,1,less_conv,0,problematic,priority,0
2815,usual,critical,completed,1,convenient,0,problematic,priority,0
3522,usual,very_crit,complete,2,convenient,1,slightly_prob,recommended,0
9363,great_pret,proper,foster,2,less_conv,0,slightly_prob,recommended,0
5671,pretentious,less_proper,incomplete,2,convenient,0,nonprob,priority,0
8746,great_pret,proper,complete,2,critical,1,problematic,priority,0
2155,usual,improper,completed,more,critical,1,slightly_prob,priority,0
9328,great_pret,proper,foster,1,critical,0,slightly_prob,priority,0
6513,pretentious,improper,incomplete,1,less_conv,1,problematic,recommended,0
4362,pretentious,proper,complete,1,critical,0,problematic,recommended,0
520,usual,proper,incomplete,2,less_conv,1,problematic,priority,0
4227,usual,very_crit,foster,3,convenient,1,problematic,recommended,0
8724,great_pret,proper,complete,2,less_conv,1,slightly_prob,recommended,0
2679,usual,critical,complete,2,less_conv,1,problematic,recommended,0
462,usual,proper,incomplete,1,less_conv,1,slightly_prob,recommended,0
5556,pretentious,less_proper,completed,3,critical,1,slightly_prob,recommended,0
6949,pretentious,critical,complete,1,critical,0,nonprob,priority,0
693,usual,proper,foster,1,critical,1,nonprob,recommended,0
10168,great_pret,less_proper,foster,1,convenient,1,problematic,priority,0
4276,usual,very_crit,foster,more,convenient,1,nonprob,priority,0
4738,pretentious,proper,completed,more,critical,0,slightly_prob,priority,0
4780,pretentious,proper,incomplete,1,less_conv,1,nonprob,priority,0
924,usual,less_proper,complete,2,convenient,0,problematic,recommended,0
2548,usual,improper,foster,more,convenient,1,nonprob,priority,0
2017,usual,improper,completed,2,less_conv,0,nonprob,priority,0
9216,great_pret,proper,incomplete,3,critical,0,nonprob,recommended,0
1116,usual,less_proper,completed,1,critical,0,nonprob,recommended,0
7788,pretentious,very_crit,complete,1,convenient,1,slightly_prob,recommended,0
9742,great_pret,less_proper,completed,1,less_conv,0,slightly_prob,priority,0
2892,usual,critical,completed,2,less_conv,1,slightly_prob,recommended,0
9138,great_pret,proper,incomplete,2,convenient,1,slightly_prob,recommended,0
7492,pretentious,critical,incomplete,3,critical,0,slightly_prob,priority,0
2418,usual,improper,foster,1,critical,0,problematic,recommended,0
9166,great_pret,proper,incomplete,2,critical,0,slightly_prob,priority,0
5098,pretentious,proper,foster,3,less_conv,0,slightly_prob,priority,0
937,usual,less_proper,complete,2,less_conv,0,nonprob,priority,0
6052,pretentious,improper,complete,1,convenient,0,slightly_prob,priority,0
8224,pretentious,very_crit,incomplete,1,convenient,1,problematic,priority,0
8407,pretentious,very_crit,incomplete,more,critical,0,nonprob,priority,0
6957,pretentious,critical,complete,1,critical,1,nonprob,recommended,0
10914,great_pret,improper,incomplete,3,convenient,0,problematic,recommended,0
5719,pretentious,less_proper,incomplete,2,critical,1,slightly_prob,priority,0
556,usual,proper,incomplete,3,convenient,1,problematic,priority,0
5547,pretentious,less_proper,completed,3,critical,0,slightly_prob,recommended,0
4140,usual,very_crit,foster,1,critical,0,nonprob,recommended,0
3903,usual,very_crit,incomplete,1,convenient,1,problematic,recommended,0
5821,pretentious,less_proper,incomplete,more,critical,0,problematic,priority,0
12958,great_pret,very_crit,foster,more,critical,1,problematic,priority,0
9247,great_pret,proper,incomplete,more,convenient,1,slightly_prob,priority,0
3274,usual,critical,foster,1,less_conv,1,problematic,priority,0
1654,usual,less_proper,foster,3,less_conv,1,problematic,priority,0
12244,great_pret,very_crit,complete,3,critical,0,slightly_prob,priority,0
9279,great_pret,proper,incomplete,more,critical,1,nonprob,recommended,0
9187,great_pret,proper,incomplete,3,convenient,0,problematic,priority,0
432,usual,proper,incomplete,1,convenient,0,nonprob,recommended,0
1134,usual,less_proper,completed,2,convenient,0,nonprob,recommended,0
6913,pretentious,critical,complete,1,convenient,0,nonprob,priority,0
865,usual,less_proper,complete,1,convenient,0,nonprob,priority,0
12205,great_pret,very_crit,complete,3,convenient,0,nonprob,priority,0
11580,great_pret,critical,completed,3,less_conv,0,problematic,recommended,0
5019,pretentious,proper,foster,1,critical,1,problematic,recommended,0
4354,pretentious,proper,complete,1,less_conv,1,problematic,priority,0
8041,pretentious,very_crit,completed,1,critical,1,slightly_prob,priority,0
4869,pretentious,proper,incomplete,3,convenient,1,nonprob,recommended,0
3213,usual,critical,incomplete,more,less_conv,1,nonprob,recommended,0
5836,pretentious,less_proper,foster,1,convenient,0,slightly_prob,priority,0
10714,great_pret,improper,completed,3,less_conv,0,slightly_prob,priority,0
3219,usual,critical,incomplete,more,less_conv,1,problematic,recommended,0
12219,great_pret,very_crit,complete,3,convenient,1,problematic,recommended,0
10824,great_pret,improper,incomplete,1,less_conv,0,problematic,recommended,0
3772,usual,very_crit,completed,2,critical,1,nonprob,priority,0
1104,usual,less_proper,completed,1,less_conv,0,problematic,recommended,0
8739,great_pret,proper,complete,2,critical,1,nonprob,recommended,0
7585,pretentious,critical,foster,1,less_conv,0,problematic,priority,0
3969,usual,very_crit,incomplete,2,less_conv,1,nonprob,recommended,0
12307,great_pret,very_crit,complete,more,critical,1,slightly_prob,priority,0
8239,pretentious,very_crit,incomplete,1,less_conv,1,slightly_prob,priority,0
9804,great_pret,less_proper,completed,2,less_conv,1,slightly_prob,recommended,0
8452,pretentious,very_crit,foster,1,less_conv,1,nonprob,priority,0
11920,great_pret,critical,foster,1,critical,0,slightly_prob,priority,0
12142,great_pret,very_crit,complete,1,critical,1,nonprob,priority,0
6691,pretentious,improper,incomplete,more,critical,1,slightly_prob,priority,0
2374,usual,improper,incomplete,more,critical,1,problematic,priority,0
4198,usual,very_crit,foster,2,critical,0,slightly_prob,priority,0
6846,pretentious,improper,foster,3,critical,0,problematic,recommended,0
2248,usual,improper,incomplete,2,less_conv,1,problematic,priority,0
4504,pretentious,proper,complete,more,less_conv,0,slightly_prob,priority,0
3349,usual,critical,foster,3,convenient,0,nonprob,priority,0
6819,pretentious,improper,foster,3,convenient,1,problematic,recommended,0
10641,great_pret,improper,completed,2,convenient,0,slightly_prob,recommended,0
11613,great_pret,critical,completed,more,convenient,0,slightly_prob,recommended,0
10200,great_pret,less_proper,foster,1,critical,1,slightly_prob,recommended,0
6850,pretentious,improper,foster,3,critical,1,nonprob,priority,0
8751,great_pret,proper,complete,3,convenient,0,slightly_prob,recommended,0
3456,usual,very_crit,complete,1,convenient,0,nonprob,recommended,0
7590,pretentious,critical,foster,1,less_conv,1,slightly_prob,recommended,0
670,usual,proper,foster,1,less_conv,0,slightly_prob,priority,0
9814,great_pret,less_proper,completed,2,critical,0,slightly_prob,priority,0
3583,usual,very_crit,complete,3,less_conv,0,nonprob,priority,0
2451,usual,improper,foster,2,less_conv,0,slightly_prob,recommended,0
12814,great_pret,very_crit,foster,2,convenient,1,problematic,priority,0
2958,usual,critical,completed,3,critical,0,problematic,recommended,0
3942,usual,very_crit,incomplete,2,convenient,0,nonprob,recommended,0
3142,usual,critical,incomplete,3,convenient,1,nonprob,priority,0
11059,great_pret,improper,foster,1,critical,0,problematic,priority,0
1339,usual,less_proper,incomplete,1,critical,0,problematic,priority,0
4677,pretentious,proper,completed,3,less_conv,1,problematic,recommended,0
12544,great_pret,very_crit,incomplete,1,convenient,1,problematic,priority,0
2839,usual,critical,completed,1,less_conv,1,slightly_prob,priority,0
3094,usual,critical,incomplete,2,convenient,1,problematic,priority,0
6360,pretentious,improper,completed,2,critical,0,problematic,recommended,0
3685,usual,very_crit,completed,1,convenient,1,slightly_prob,priority,0
6471,pretentious,improper,completed,more,critical,1,nonprob,recommended,0
8193,pretentious,very_crit,completed,more,critical,0,slightly_prob,recommended,0
2121,usual,improper,completed,more,convenient,1,problematic,recommended,0
8284,pretentious,very_crit,incomplete,2,less_conv,0,slightly_prob,priority,0
6757,pretentious,improper,foster,2,convenient,0,problematic,priority,0
6168,pretentious,improper,complete,3,convenient,1,slightly_prob,recommended,0
6700,pretentious,improper,foster,1,convenient,0,slightly_prob,priority,0
4048,usual,very_crit,incomplete,3,critical,1,problematic,priority,0
3697,usual,very_crit,completed,1,less_conv,0,problematic,priority,0
7890,pretentious,very_crit,complete,3,convenient,0,problematic,recommended,0
9244,great_pret,proper,incomplete,more,convenient,1,nonprob,priority,0
11338,great_pret,critical,complete,2,critical,1,problematic,priority,0
12883,great_pret,very_crit,foster,3,less_conv,1,slightly_prob,priority,0
4557,pretentious,proper,completed,1,less_conv,0,slightly_prob,recommended,0
1779,usual,improper,complete,1,critical,1,problematic,recommended,0
9910,great_pret,less_proper,completed,more,less_conv,1,nonprob,priority,0
1110,usual,less_proper,completed,1,less_conv,1,slightly_prob,recommended,0
9718,great_pret,less_proper,complete,more,critical,1,problematic,priority,0
4320,pretentious,proper,complete,1,convenient,0,nonprob,recommended,0
7566,pretentious,critical,foster,1,convenient,0,problematic,recommended,0
10489,great_pret,improper,complete,3,convenient,1,slightly_prob,priority,0
6712,pretentious,improper,foster,1,convenient,1,problematic,priority,0
6361,pretentious,improper,completed,2,critical,0,problematic,priority,0
9558,great_pret,less_proper,complete,2,convenient,0,nonprob,recommended,0
7521,pretentious,critical,incomplete,more,convenient,1,problematic,recommended,0
11623,great_pret,critical,completed,more,convenient,1,slightly_prob,priority,0
799,usual,proper,foster,3,critical,0,problematic,priority,0
10188,great_pret,less_proper,foster,1,critical,0,nonprob,recommended,0
745,usual,proper,foster,2,critical,0,problematic,priority,0
3679,usual,very_crit,completed,1,convenient,0,problematic,priority,0
8767,great_pret,proper,complete,3,less_conv,0,nonprob,priority,0
1618,usual,less_proper,foster,2,critical,1,problematic,priority,0
9075,great_pret,proper,incomplete,1,convenient,0,slightly_prob,recommended,0
402,usual,proper,completed,more,less_conv,0,problematic,recommended,0
2115,usual,improper,completed,more,convenient,1,nonprob,recommended,0
46,usual,proper,complete,1,critical,1,nonprob,priority,0
1105,usual,less_proper,completed,1,less_conv,0,problematic,priority,0
10830,great_pret,improper,incomplete,1,less_conv,1,slightly_prob,recommended,0
1891,usual,improper,complete,more,convenient,0,nonprob,priority,0
499,usual,proper,incomplete,2,convenient,1,slightly_prob,priority,0
325,usual,proper,completed,3,convenient,0,nonprob,priority,0
10594,great_pret,improper,completed,1,convenient,1,nonprob,priority,0
6589,pretentious,improper,incomplete,3,convenient,0,nonprob,priority,0
11484,great_pret,critical,completed,1,critical,0,nonprob,recommended,0
4615,pretentious,proper,completed,2,less_conv,0,problematic,priority,0
3823,usual,very_crit,completed,3,critical,0,problematic,priority,0
706,usual,proper,foster,2,convenient,0,slightly_prob,priority,0
6156,pretentious,improper,complete,3,convenient,0,nonprob,recommended,0
333,usual,proper,completed,3,convenient,1,nonprob,recommended,0
6372,pretentious,improper,completed,3,convenient,0,nonprob,recommended,0
438,usual,proper,incomplete,1,convenient,0,problematic,recommended,0
7308,pretentious,critical,completed,more,less_conv,0,nonprob,recommended,0
2901,usual,critical,completed,2,critical,0,slightly_prob,recommended,0
759,usual,proper,foster,3,convenient,0,slightly_prob,recommended,0
1836,usual,improper,complete,3,convenient,0,nonprob,recommended,0
3814,usual,very_crit,completed,3,less_conv,1,problematic,priority,0
2175,usual,improper,incomplete,1,convenient,1,problematic,recommended,0
2302,usual,improper,incomplete,3,less_conv,1,problematic,priority,0
4980,pretentious,proper,foster,1,convenient,1,slightly_prob,recommended,0
6561,pretentious,improper,incomplete,2,less_conv,1,nonprob,recommended,0
589,usual,proper,incomplete,3,critical,1,slightly_prob,priority,0
2902,usual,critical,completed,2,critical,0,slightly_prob,priority,0
7378,pretentious,critical,incomplete,1,less_conv,1,problematic,priority,0
7518,pretentious,critical,incomplete,more,convenient,1,slightly_prob,recommended,0
10642,great_pret,improper,completed,2,convenient,0,slightly_prob,priority,0
8038,pretentious,very_crit,completed,1,critical,1,nonprob,priority,0
10024,great_pret,less_proper,incomplete,2,less_conv,1,problematic,priority,0
3789,usual,very_crit,completed,3,convenient,1,nonprob,recommended,0
12607,great_pret,very_crit,incomplete,2,less_conv,0,problematic,priority,0
6084,pretentious,improper,complete,1,critical,0,nonprob,recommended,0
8292,pretentious,very_crit,incomplete,2,less_conv,1,slightly_prob,recommended,0
12618,great_pret,very_crit,incomplete,2,critical,0,nonprob,recommended,0
763,usual,proper,foster,3,convenient,0,problematic,priority,0
5919,pretentious,less_proper,foster,2,less_conv,1,problematic,recommended,0
3255,usual,critical,foster,1,convenient,1,problematic,recommended,0
10054,great_pret,less_proper,incomplete,3,convenient,1,nonprob,priority,0
1635,usual,less_proper,foster,3,convenient,1,problematic,recommended,0
10180,great_pret,less_proper,foster,1,less_conv,1,nonprob,priority,0
1272,usual,less_proper,completed,more,less_conv,1,slightly_prob,recommended,0
11848,great_pret,critical,incomplete,more,less_conv,0,slightly_prob,priority,0
7248,pretentious,critical,completed,3,convenient,1,slightly_prob,recommended,0
7354,pretentious,critical,incomplete,1,convenient,1,nonprob,priority,0
6735,pretentious,improper,foster,1,critical,0,slightly_prob,recommended,0
7144,pretentious,critical,completed,1,convenient,1,problematic,priority,0
1467,usual,less_proper,incomplete,more,convenient,1,nonprob,recommended,0
10875,great_pret,improper,incomplete,2,less_conv,0,slightly_prob,recommended,0
6288,pretentious,improper,completed,1,less_conv,0,problematic,recommended,0
9168,great_pret,proper,incomplete,2,critical,0,problematic,recommended,0
5023,pretentious,proper,foster,2,convenient,0,nonprob,priority,0
9898,great_pret,less_proper,completed,more,convenient,1,problematic,priority,0
1095,usual,less_proper,completed,1,convenient,1,problematic,recommended,0
2941,usual,critical,completed,3,less_conv,0,problematic,priority,0
10372,great_pret,improper,complete,1,convenient,0,slightly_prob,priority,0
6825,pretentious,improper,foster,3,less_conv,0,slightly_prob,recommended,0
11523,great_pret,critical,completed,2,less_conv,0,slightly_prob,recommended,0
6112,pretentious,improper,complete,2,convenient,1,nonprob,priority,0
1992,usual,improper,completed,1,critical,1,slightly_prob,recommended,0
4653,pretentious,proper,completed,3,convenient,1,nonprob,recommended,0
1791,usual,improper,complete,2,convenient,1,nonprob,recommended,0
12105,great_pret,very_crit,complete,1,convenient,1,nonprob,recommended,0
10587,great_pret,improper,completed,1,convenient,0,slightly_prob,recommended,0
7341,pretentious,critical,completed,more,critical,1,problematic,recommended,0
10042,great_pret,less_proper,incomplete,2,critical,1,problematic,priority,0
6990,pretentious,critical,complete,2,less_conv,0,problematic,recommended,0
8704,great_pret,proper,complete,2,convenient,1,nonprob,priority,0
12432,great_pret,very_crit,completed,3,convenient,1,slightly_prob,recommended,0
4314,usual,very_crit,foster,more,critical,1,slightly_prob,recommended,0
9307,great_pret,proper,foster,1,less_conv,0,nonprob,priority,0
9060,great_pret,proper,completed,more,critical,0,problematic,recommended,0
7107,pretentious,critical,complete,more,less_conv,1,problematic,recommended,0
3448,usual,critical,foster,more,critical,1,nonprob,priority,0
1183,usual,less_proper,completed,2,critical,1,slightly_prob,priority,0
2218,usual,improper,incomplete,2,convenient,0,slightly_prob,priority,0
11598,great_pret,critical,completed,3,critical,0,problematic,recommended,0
5028,pretentious,proper,foster,2,convenient,0,problematic,recommended,0
4383,pretentious,proper,complete,2,convenient,1,nonprob,recommended,0
2716,usual,critical,complete,3,convenient,1,problematic,priority,0
4132,usual,very_crit,foster,1,less_conv,1,nonprob,priority,0
5458,pretentious,less_proper,completed,2,convenient,0,slightly_prob,priority,0
4476,pretentious,proper,complete,3,critical,1,slightly_prob,recommended,0
7527,pretentious,critical,incomplete,more,less_conv,0,slightly_prob,recommended,0
8850,great_pret,proper,complete,more,critical,1,slightly_prob,recommended,0
3562,usual,very_crit,complete,2,critical,1,problematic,priority,0
5095,pretentious,proper,foster,3,less_conv,0,nonprob,priority,0
5601,pretentious,less_proper,completed,more,critical,0,slightly_prob,recommended,0
7983,pretentious,very_crit,complete,more,critical,1,nonprob,recommended,0
7353,pretentious,critical,incomplete,1,convenient,1,nonprob,recommended,0
7179,pretentious,critical,completed,1,critical,1,problematic,recommended,0
1890,usual,improper,complete,more,convenient,0,nonprob,recommended,0
2610,usual,critical,complete,1,less_conv,0,nonprob,recommended,0
12922,great_pret,very_crit,foster,more,convenient,1,problematic,priority,0
9823,great_pret,less_proper,completed,2,critical,1,slightly_prob,priority,0
9171,great_pret,proper,incomplete,2,critical,1,nonprob,recommended,0
1837,usual,improper,complete,3,convenient,0,nonprob,priority,0
2515,usual,improper,foster,3,less_conv,1,slightly_prob,priority,0
4495,pretentious,proper,complete,more,convenient,1,slightly_prob,priority,0
11887,great_pret,critical,foster,1,convenient,0,problematic,priority,0
3295,usual,critical,foster,2,convenient,0,nonprob,priority,0
7134,pretentious,critical,completed,1,convenient,0,problematic,recommended,0
5769,pretentious,less_proper,incomplete,3,critical,1,nonprob,recommended,0
3609,usual,very_crit,complete,3,critical,1,nonprob,recommended,0
2148,usual,improper,completed,more,critical,0,problematic,recommended,0
5293,pretentious,less_proper,complete,3,convenient,0,nonprob,priority,0
11026,great_pret,improper,foster,1,convenient,1,nonprob,priority,0
9567,great_pret,less_proper,complete,2,convenient,1,nonprob,recommended,0
4999,pretentious,proper,foster,1,less_conv,1,slightly_prob,priority,0
2299,usual,improper,incomplete,3,less_conv,1,slightly_prob,priority,0
11893,great_pret,critical,foster,1,convenient,1,slightly_prob,priority,0
2139,usual,improper,completed,more,less_conv,1,problematic,recommended,0
1129,usual,less_proper,completed,1,critical,1,slightly_prob,priority,0
522,usual,proper,incomplete,2,critical,0,nonprob,recommended,0
3252,usual,critical,foster,1,convenient,1,slightly_prob,recommended,0
9375,great_pret,proper,foster,2,less_conv,1,problematic,recommended,0
7254,pretentious,critical,completed,3,less_conv,0,nonprob,recommended,0
5290,pretentious,less_proper,complete,2,critical,1,problematic,priority,0
6294,pretentious,improper,completed,1,less_conv,1,slightly_prob,recommended,0
6448,pretentious,improper,completed,more,less_conv,0,slightly_prob,priority,0
10585,great_pret,improper,completed,1,convenient,0,nonprob,priority,0
720,usual,proper,foster,2,less_conv,0,nonprob,recommended,0
151,usual,proper,complete,3,critical,0,problematic,priority,0
3286,usual,critical,foster,1,critical,1,nonprob,priority,0
11218,great_pret,improper,foster,more,critical,0,slightly_prob,priority,0
7707,pretentious,critical,foster,3,critical,0,slightly_prob,recommended,0
7699,pretentious,critical,foster,3,less_conv,1,slightly_prob,priority,0
1746,usual,improper,complete,1,less_conv,0,nonprob,recommended,0
3186,usual,critical,incomplete,more,convenient,0,nonprob,recommended,0
2274,usual,improper,incomplete,3,convenient,0,problematic,recommended,0
2317,usual,improper,incomplete,3,critical,1,slightly_prob,priority,0
4260,usual,very_crit,foster,3,critical,1,slightly_prob,recommended,0
2379,usual,improper,foster,1,convenient,0,slightly_prob,recommended,0
1614,usual,less_proper,foster,2,critical,1,slightly_prob,recommended,0
3696,usual,very_crit,completed,1,less_conv,0,problematic,recommended,0
10659,great_pret,improper,completed,2,less_conv,0,slightly_prob,recommended,0
637,usual,proper,incomplete,more,critical,0,problematic,priority,0
1335,usual,less_proper,incomplete,1,critical,0,slightly_prob,recommended,0
1515,usual,less_proper,foster,1,convenient,0,slightly_prob,recommended,0
11560,great_pret,critical,completed,3,convenient,0,slightly_prob,priority,0
3046,usual,critical,incomplete,1,less_conv,0,slightly_prob,priority,0
5209,pretentious,less_proper,complete,1,less_conv,0,problematic,priority,0
250,usual,proper,completed,1,less_conv,1,problematic,priority,0
9066,great_pret,proper,completed,more,critical,1,slightly_prob,recommended,0
9055,great_pret,proper,completed,more,critical,0,nonprob,priority,0
4381,pretentious,proper,complete,2,convenient,0,problematic,priority,0
11403,great_pret,critical,complete,more,convenient,1,nonprob,recommended,0
9916,great_pret,less_proper,completed,more,less_conv,1,problematic,priority,0
3223,usual,critical,incomplete,more,critical,0,nonprob,priority,0
601,usual,proper,incomplete,more,convenient,0,problematic,priority,0
11884,great_pret,critical,foster,1,convenient,0,slightly_prob,priority,0
12,usual,proper,complete,1,convenient,1,slightly_prob,recommended,0
5215,pretentious,less_proper,complete,1,less_conv,1,slightly_prob,priority,0
702,usual,proper,foster,2,convenient,0,nonprob,recommended,0
5763,pretentious,less_proper,incomplete,3,critical,0,slightly_prob,recommended,0
10308,great_pret,less_proper,foster,3,critical,1,slightly_prob,recommended,0
8065,pretentious,very_crit,completed,2,less_conv,0,nonprob,priority,0
11727,great_pret,critical,incomplete,2,convenient,1,nonprob,recommended,0
648,usual,proper,foster,1,convenient,0,nonprob,recommended,0
21,usual,proper,complete,1,less_conv,0,slightly_prob,recommended,0
4957,pretentious,proper,incomplete,more,critical,0,problematic,priority,0
996,usual,less_proper,complete,3,less_conv,0,problematic,recommended,0
6378,pretentious,improper,completed,3,convenient,0,problematic,recommended,0
3799,usual,very_crit,completed,3,less_conv,0,nonprob,priority,0
4804,pretentious,proper,incomplete,1,critical,1,problematic,priority,0
4960,pretentious,proper,incomplete,more,critical,1,nonprob,priority,0
675,usual,proper,foster,1,less_conv,1,nonprob,recommended,0
2233,usual,improper,incomplete,2,less_conv,0,nonprob,priority,0
