,0,1,2,3,4,5,6,7,8,9,10,11,12,13,output
68, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White,0, United-States,49,191681,10,0,0,50,1
69, ?, Some-college, Never-married, ?, Own-child, White,0, United-States,25,200681,10,0,0,40,0
70, Private, Some-college, Never-married, Prof-specialty, Own-child, White,0, United-States,19,101509,10,0,0,32,0
71, Private, Bachelors, Separated, Sales, Own-child, Black,1, United-States,31,309974,13,0,0,40,0
72, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White,0, United-States,29,162298,13,0,0,70,1
73, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White,0, United-States,23,211678,10,0,0,40,0
74, Private, Some-college, Married-civ-spouse, Prof-specialty, Other-relative, White,0, United-States,79,124744,10,0,0,20,0
75, Private, HS-grad, Never-married, Other-service, Own-child, White,0, Mexico,27,213921,9,0,0,40,0
76, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, White,0, United-States,40,32214,12,0,0,40,0
77, ?, 10th, Married-civ-spouse, ?, Husband, White,0, United-States,67,212759,6,0,0,2,0
78, Private, 11th, Never-married, Other-service, Own-child, White,1, United-States,18,309634,7,0,0,22,0
79, Local-gov, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White,0, United-States,31,125927,4,0,0,40,0
80, Private, HS-grad, Never-married, Sales, Not-in-family, White,0, United-States,18,446839,9,0,0,30,0
81, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White,0, Cuba,52,276515,13,0,0,40,0
82, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White,1, United-States,46,51618,9,0,0,40,0
83, Private, HS-grad, Married-civ-spouse, Sales, Husband, White,0, United-States,59,159937,9,0,0,48,0
84, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White,1, United-States,44,343591,9,14344,0,40,1
85, Private, HS-grad, Divorced, Sales, Own-child, White,1, United-States,53,346253,9,0,0,35,0
86, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White,0, United-States,49,268234,9,0,0,40,1
87, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White,0, United-States,33,202051,14,0,0,50,0
88, Private, 9th, Never-married, Sales, Not-in-family, White,0, United-States,30,54334,5,0,0,40,0
89, Federal-gov, Doctorate, Never-married, Prof-specialty, Not-in-family, White,1, United-States,43,410867,16,0,0,50,1
90, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White,0, United-States,57,249977,11,0,0,40,0
91, Private, Some-college, Divorced, Craft-repair, Unmarried, White,1, United-States,37,286730,10,0,0,40,0
92, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, Black,1, United-States,28,212563,10,0,0,25,0
93, Private, HS-grad, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander,1, ?,30,117747,9,0,1573,35,0
94, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White,0, United-States,34,226296,13,0,0,40,1
95, Local-gov, Some-college, Never-married, Handlers-cleaners, Not-in-family, White,0, United-States,29,115585,10,0,0,50,0
96, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White,0, United-States,48,191277,16,0,1902,60,1
97, Private, Some-college, Married-civ-spouse, Sales, Husband, White,0, United-States,37,202683,10,0,0,48,1
98, Private, Assoc-acdm, Divorced, Exec-managerial, Unmarried, White,1, England,48,171095,12,0,0,40,0
99, Federal-gov, HS-grad, Never-married, Other-service, Own-child, Black,0, United-States,32,249409,9,0,0,40,0
100, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White,0, United-States,76,124191,14,0,0,40,1
101, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White,0, United-States,44,198282,13,15024,0,60,1
102, Self-emp-not-inc, Masters, Never-married, Prof-specialty, Not-in-family, White,1, United-States,47,149116,14,0,0,50,0
103, Private, Some-college, Never-married, Tech-support, Own-child, White,1, United-States,20,188300,10,0,0,40,0
104, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White,0, United-States,29,103432,9,0,0,40,0
105, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White,0, United-States,32,317660,9,7688,0,40,1
106, ?, 10th, Never-married, ?, Own-child, White,1, United-States,17,304873,6,34095,0,32,0
107, Private, 11th, Never-married, Handlers-cleaners, Own-child, White,0, United-States,30,194901,7,0,0,40,0
108, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White,1, United-States,31,189265,9,0,0,40,0
109, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White,0, United-States,42,124692,9,0,0,40,0
110, Private, Bachelors, Never-married, Sales, Other-relative, White,0, United-States,24,432376,13,0,0,40,0
111, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White,0, United-States,38,65324,15,0,0,40,1
112, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White,0, Canada,56,335605,9,0,1887,50,1
113, Private, Some-college, Married-civ-spouse, Sales, Wife, White,1, United-States,28,377869,10,4064,0,25,0
114, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White,1, United-States,36,102864,9,0,0,40,0
115, Private, 9th, Married-civ-spouse, Handlers-cleaners, Husband, White,0, United-States,53,95647,5,0,0,50,0
116, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White,0, United-States,56,303090,10,0,0,50,0
117, Local-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black,0, United-States,49,197371,11,0,0,40,1
118, Private, Some-college, Married-civ-spouse, Sales, Husband, White,0, United-States,55,247552,10,0,0,56,0
119, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White,0, United-States,22,102632,9,0,0,41,0
120, Private, Some-college, Never-married, Other-service, Own-child, White,1, United-States,21,199915,10,0,0,40,0
121, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White,0, United-States,40,118853,13,0,0,60,0
122, Private, Bachelors, Never-married, Exec-managerial, Own-child, Black,0, Germany,30,77143,13,0,0,40,0
123, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White,0, United-States,29,267989,13,0,0,50,1
124, Private, Some-college, Never-married, Other-service, Own-child, Black,0, United-States,19,301606,10,0,0,35,0
125, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White,1, United-States,47,287828,13,0,0,40,1
126, Private, Some-college, Never-married, Adm-clerical, Own-child, White,1, United-States,20,111697,10,0,1719,28,0
127, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, White,0, United-States,31,114937,12,0,0,40,1
128, ?, HS-grad, Married-civ-spouse, ?, Husband, White,0, United-States,35,129305,9,0,0,40,0
129, Private, Some-college, Divorced, Craft-repair, Not-in-family, White,0, United-States,39,365739,10,0,0,40,0
130, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White,1, United-States,28,69621,12,0,0,60,0
131, Private, HS-grad, Never-married, Other-service, Not-in-family, White,1, United-States,24,43323,9,0,1762,40,0
132, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White,0, United-States,38,120985,9,4386,0,35,0
133, Private, Bachelors, Married-civ-spouse, Sales, Husband, White,0, United-States,37,254202,13,0,0,50,0
134, Private, Assoc-acdm, Divorced, Tech-support, Not-in-family, Black,1, United-States,46,146195,12,0,0,36,0
135, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White,0, Iran,38,125933,14,0,0,40,1
136, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White,0, United-States,43,56920,9,0,0,60,0
137, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Wife, White,1, United-States,27,163127,11,0,0,35,0
138, Private, Some-college, Never-married, Sales, Own-child, White,0, United-States,20,34310,10,0,0,20,0
139, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander,0, United-States,49,81973,10,0,0,40,1
140, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White,0, United-States,61,66614,9,0,0,40,0
141, Private, Some-college, Never-married, Sales, Own-child, White,1, United-States,27,232782,10,0,0,40,0
142, Private, Some-college, Never-married, Other-service, Own-child, White,0, Mexico,19,316868,10,0,0,30,0
143, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White,1, United-States,45,196584,11,0,1564,40,1
144, Private, Some-college, Never-married, Tech-support, Other-relative, White,0, United-States,70,105376,10,0,0,40,0
145, Private, HS-grad, Never-married, Transport-moving, Unmarried, Black,1, United-States,31,185814,9,0,0,30,0
146, Private, Some-college, Married-civ-spouse, Other-service, Husband, White,0, United-States,22,175374,10,0,0,24,0
147, Private, HS-grad, Widowed, Other-service, Unmarried, White,1, United-States,36,108293,9,0,0,24,0
148, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White,0, United-States,64,181232,7,0,2179,40,0
149, ?, Some-college, Divorced, ?, Not-in-family, White,1, United-States,43,174662,10,0,0,40,0
150, Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, White,1, Mexico,47,186009,10,0,0,38,0
151, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White,1, United-States,34,198183,9,0,0,40,0
152, Private, Bachelors, Never-married, Exec-managerial, Other-relative, Asian-Pac-Islander,1, Philippines,33,163003,13,0,0,40,0
153, Private, HS-grad, Never-married, Craft-repair, Own-child, White,0, United-States,21,296158,9,0,0,35,0
154, ?, HS-grad, Divorced, ?, Not-in-family, White,0, United-States,52,252903,9,0,0,45,1
155, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White,0, United-States,48,187715,9,0,0,46,0
156, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White,0, United-States,23,214542,13,0,0,40,0
157, Self-emp-not-inc, Some-college, Separated, Sales, Unmarried, Black,0, United-States,71,494223,10,0,1816,2,0
158, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White,0, United-States,29,191535,9,0,0,60,0
159, Private, Bachelors, Separated, Other-service, Other-relative, Black,0, United-States,42,228456,13,0,0,50,0
160, ?, 1st-4th, Divorced, ?, Not-in-family, White,1, United-States,68,38317,2,0,0,20,0
161, Private, HS-grad, Never-married, Other-service, Unmarried, White,1, United-States,25,252752,9,0,0,40,0
162, Self-emp-inc, Masters, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander,1, United-States,44,78374,14,0,0,40,0
163, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander,1, England,28,88419,9,0,0,40,0
164, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White,0, United-States,45,201080,14,0,0,40,1
165, Private, Some-college, Divorced, Other-service, Unmarried, White,1, Mexico,36,207157,10,0,0,40,0
166, Federal-gov, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White,0, United-States,39,235485,12,0,0,42,0
167, State-gov, Masters, Widowed, Protective-serv, Unmarried, White,0, United-States,46,102628,14,0,0,40,0
168, Private, 11th, Never-married, Handlers-cleaners, Own-child, White,0, United-States,18,25828,7,0,0,16,0
169, Local-gov, Assoc-voc, Widowed, Prof-specialty, Not-in-family, White,1, United-States,66,54826,11,0,0,20,0
170, Private, HS-grad, Never-married, Other-service, Not-in-family, White,0, United-States,27,124953,9,0,1980,40,0
171, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White,0, United-States,28,175325,9,0,0,40,0
172, Private, Some-college, Married-civ-spouse, Sales, Husband, White,0, United-States,51,96062,10,0,1977,40,1
173, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White,0, United-States,27,428030,13,0,0,50,0
174, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White,0, United-States,28,149624,13,0,0,40,1
175, Private, HS-grad, Married-spouse-absent, Sales, Unmarried, White,1, United-States,27,253814,9,0,0,25,0
176, Private, HS-grad, Never-married, Craft-repair, Own-child, Black,0, United-States,21,312956,9,0,0,40,0
177, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black,0, United-States,34,483777,9,0,0,40,0
178, Private, HS-grad, Never-married, Other-service, Own-child, White,0, United-States,18,183930,9,0,0,12,0
179, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White,0, United-States,33,37274,13,0,0,65,0
180, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black,0, United-States,44,181344,10,0,0,38,1
181, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White,1, United-States,43,114580,10,0,0,40,0
182, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black,0, United-States,30,633742,10,0,0,45,0
183, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White,0, Mexico,40,286370,4,0,0,40,1
184, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, White,0, United-States,37,29054,10,0,0,42,1
185, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black,0, United-States,34,304030,9,0,0,40,0
186, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Not-in-family, White,1, United-States,41,143129,13,0,0,40,0
187, ?, Bachelors, Divorced, ?, Not-in-family, White,1, United-States,53,135105,13,0,0,50,0
188, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White,1, United-States,31,99928,14,0,0,50,0
189, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White,0, United-States,58,109567,16,0,0,1,1
190, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, Black,1, United-States,38,155222,10,0,0,28,0
191, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White,0, United-States,24,159567,10,0,0,40,0
192, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black,0, United-States,41,523910,13,0,0,40,0
193, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White,0, United-States,47,120939,10,0,0,45,0
194, Federal-gov, Bachelors, Married-civ-spouse, Tech-support, Husband, White,0, United-States,41,130760,13,0,0,24,0
195, Private, 5th-6th, Married-civ-spouse, Transport-moving, Other-relative, White,0, Mexico,23,197387,3,0,0,40,0
196, Private, Some-college, Divorced, Craft-repair, Not-in-family, White,0, United-States,36,99374,10,0,0,40,0
197, Federal-gov, Masters, Never-married, Exec-managerial, Not-in-family, White,1, United-States,40,56795,14,14084,0,55,1
198, Private, Masters, Married-civ-spouse, Prof-specialty, Other-relative, White,0, United-States,35,138992,14,7298,0,40,1
199, Self-emp-not-inc, HS-grad, Never-married, Sales, Not-in-family, White,0, United-States,24,32921,9,0,0,40,0
200, Private, Masters, Never-married, Prof-specialty, Not-in-family, White,1, United-States,26,397317,14,0,1876,40,0
201, ?, HS-grad, Never-married, ?, Own-child, White,0, Italy,19,170653,9,0,0,40,0
202, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White,0, United-States,51,259323,13,0,0,50,1
203, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White,1, United-States,42,254817,10,0,1340,40,0
204, State-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White,1, United-States,37,48211,9,0,0,35,0
205, Private, 11th, Never-married, Sales, Own-child, White,1, United-States,18,140164,7,0,0,40,0
206, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Black,0, United-States,36,128757,13,7298,0,36,1
207, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White,0, United-States,35,36270,9,0,0,60,0
208, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Wife, White,1, United-States,58,210563,9,15024,0,35,1
209, Private, 11th, Never-married, Sales, Own-child, White,1, United-States,17,65368,7,0,0,12,0
210, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black,0, United-States,44,160943,9,0,0,40,0
211, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White,0, United-States,37,208358,9,0,0,40,1
212, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo,1, United-States,35,153790,10,0,0,40,0
213, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander,0, United-States,60,85815,9,0,0,40,0
214, Self-emp-inc, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White,0, United-States,54,125417,4,0,0,40,1
215, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black,0, United-States,37,635913,13,0,0,60,1
216, Private, Assoc-acdm, Divorced, Sales, Not-in-family, White,1, United-States,50,313321,12,0,0,40,0
217, Private, Bachelors, Married-civ-spouse, Sales, Husband, White,0, Poland,38,182609,13,0,0,50,0
218, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White,0, United-States,45,109434,13,0,0,55,0
219, Private, 10th, Never-married, Craft-repair, Not-in-family, White,0, United-States,25,255004,6,0,0,40,0
220, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White,0, United-States,31,197860,10,0,0,40,0
221, ?, 1st-4th, Divorced, ?, Not-in-family, White,0, United-States,64,187656,2,0,0,40,0
222, Private, HS-grad, Never-married, Other-service, Not-in-family, Black,0, United-States,90,51744,9,0,2206,40,0
223, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black,0, United-States,54,176681,9,0,0,20,0
224, Local-gov, Preschool, Never-married, Machine-op-inspct, Not-in-family, White,1, United-States,53,140359,1,0,0,35,0
225, Private, HS-grad, Never-married, Sales, Own-child, White,1, United-States,18,243313,9,0,0,40,0
226, ?, 10th, Divorced, ?, Not-in-family, Amer-Indian-Eskimo,1, United-States,60,24215,6,0,0,10,0
227, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White,0, United-States,66,167687,9,1409,0,50,0
228, Private, Assoc-voc, Widowed, Adm-clerical, Not-in-family, White,1, Columbia,75,314209,11,0,0,20,0
229, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White,1, United-States,65,176796,9,0,0,40,0
230, Private, 11th, Separated, Transport-moving, Not-in-family, Black,0, United-States,35,538583,7,3674,0,40,0
231, Private, HS-grad, Divorced, Sales, Unmarried, Black,1, United-States,41,130408,9,0,0,38,0
232, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White,0, United-States,25,159732,10,0,0,42,0
233, Private, Some-college, Divorced, Craft-repair, Other-relative, Other,1, United-States,33,110978,10,0,0,40,0
234, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, White,0, United-States,28,76714,15,0,0,55,1
235, State-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White,0, United-States,59,268700,9,0,0,40,0
236, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White,1, United-States,40,170525,10,0,0,38,0
237, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White,0, Iran,41,180138,13,0,0,50,1
238, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White,0, United-States,38,115076,14,0,0,70,1
239, Private, HS-grad, Never-married, Transport-moving, Own-child, White,0, United-States,23,115458,9,0,0,40,0
240, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White,0, United-States,40,347890,13,0,0,40,1
241, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Wife, White,1, United-States,41,196001,9,0,0,20,0
242, State-gov, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, White,0, United-States,24,273905,12,0,0,50,0
243, ?, Some-college, Never-married, ?, Own-child, White,0, United-States,20,119156,10,0,0,20,0
244, Private, Some-college, Divorced, Craft-repair, Not-in-family, White,0, United-States,38,179488,10,0,1741,40,0
245, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White,0, ?,56,203580,9,0,0,35,0
246, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White,0, United-States,58,236596,9,0,0,45,1
247, Private, HS-grad, Never-married, Other-service, Not-in-family, White,1, United-States,32,183916,9,0,0,34,0
248, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White,0, United-States,40,207578,12,0,1977,60,1
249, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White,0, ?,45,153141,9,0,0,40,0
250, Private, Prof-school, Married-civ-spouse, Prof-specialty, Wife, White,1, United-States,41,112763,15,0,0,40,1
251, Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, Black,1, United-States,42,390781,13,0,0,40,0
